full_id,perc_max,num_season,year_2season,num_inactive,start_month_mode_seasonPrim,end_month_mode_seasonPrim,peak_month_mode_seasonPrim,dur_day_mean_seasonPrim,dur_day_median_seasonPrim,amp_mean_seasonPrim,start_month_mode_seasonSec,end_month_mode_seasonSec,peak_month_mode_seasonSec,dur_day_mean_seasonSec,dur_day_median_seasonSec,amp_mean_seasonSec,superficie,osm_id,X,Y,comm_fkt
r11382416,"2.52481989137838","7","0","2","6","1","9","347.5","356","1.39629260331068",NA,NA,NA,NA,NA,NA,"31496.37653",NA,47.5996620,-21.4936048,AMBIABE_AMBINANINDRANOTELO
r11382566,"14.3186629397056","5","0","0","6","6","1","373.25","369.5","7.32296119862325",NA,NA,NA,NA,NA,NA,"73509.4315644","11382566",47.5868451,-21.4828673,AMBIABE_AMBINANINDRANOTELO
r11384068,"26.8768885185034","5","0","0","6","5","12","368.5","360","15.6803515962079",NA,NA,NA,NA,NA,NA,"60005.3111854","11384068",47.5684739,-21.4612700,AMBIABE_AMBINANINDRANOTELO
r12173014,"6.02496496019523","6","1","0","5","6","11","328","359","4.05181575110678","12","6","3","159","159","2.66558768258975","126034.867652",NA,47.6347555,-21.6262387,MAROTOKO_AMBOHIMAHAVELONA
r12943065,"10.2235538537362","5","0","0","6","6","11","368.25","364","5.76900850612762",NA,NA,NA,NA,NA,NA,"351723.600863",NA,47.7020559,-21.6222358,MAROTOKO_AMBOATROTROKA
r14085422,"24.2181755774814","7","1","1","5","5","12","287.75","303.5","16.3824115266617","12","6","3","180","180","19.026887150544","109692.952543","14085422",47.6739232,-21.6260909,MAROTOKO_AMBOATROTROKA
w1024490659,"33.3930268470349","4","0","1","5","5","12","351.333333333333","349","24.1444882808585",NA,NA,NA,NA,NA,NA,"7608.0097159","1024490659",47.4682321,-21.4091235,RANOMAFANA_SAHANDRAZANA
w1024490660,"28.9392805016226","6","2","0","4","4","8","280.75","265","14.7908102867539","1","8","5","377","377","9.44640540602607","2719.2098917","1024490660",47.4695624,-21.4100759,RANOMAFANA_SAHANDRAZANA
w1024507740,"70.4211500384792","5","0","2","3","9","6","302.333333333333","327","19.7021344436278",NA,NA,NA,NA,NA,NA,"635.082089398",NA,47.4971310,-21.4236527,AMBIABE_AMBINANINDRANOTELO
w1024507741,"22.9228762408365","6","0","0","5","3","10","354.6","342","14.9877499978941",NA,NA,NA,NA,NA,NA,"3412.75069761","1024507741",47.4980260,-21.4216494,AMBIABE_AMBINANINDRANOTELO
w1024507747,"34.8307865823667","6","1","1","5","5","11","312.5","321","19.7395193033373","2","7","4","139","139","7.64747257158247","861.474734394",NA,47.4924902,-21.4192416,RANOMAFANA_SAHANDRAZANA
w1026617068,"2.40571029840753","5","0","1","12","4","9","366.5","356","1.38732344022989",NA,NA,NA,NA,NA,NA,"2795.81365795",NA,47.6018567,-21.5747138,MAROTOKO_AMBATOMITRATRAKA
w1056863346,"23.4410587301321","8","0","2","6","6","11","309.8","335","13.3563680337791",NA,NA,NA,NA,NA,NA,"1693.0343576",NA,47.7774926,-21.6326403,MAROTOKO_MAROTOKO
w322703370,"35.2673512818797","6","0","0","5","5","10","368.4","342","23.528197701445",NA,NA,NA,NA,NA,NA,"17922.24639","322703370",47.4587328,-21.2608960,RANOMAFANA_RANOMAFANA
w322703371,"23.7938283818032","10","2","3","6","1","9","209.4","209","21.6018789928217","1","6","3","170","170","12.3648725952126","52099.7954333","322703371",47.4587868,-21.2633778,RANOMAFANA_RANOMAFANA
w322703372,"38.9041016639781","8","0","1","6","6","9","313.833333333333","303","24.8438641760302",NA,NA,NA,NA,NA,NA,"4659.41031412","322703372",47.4576484,-21.2637817,RANOMAFANA_RANOMAFANA
w471663484,"16.9685408031648","8","0","2","3","12","9","319.6","271","8.87637158634156",NA,NA,NA,NA,NA,NA,"6996.18075497","471663484",47.4356970,-21.2489679,RANOMAFANA_AMBATOLAHY
w471663485,"21.6684973886174","7","1","2","5","3","12","275","267.5","13.394476238707","3","8","6","146","146","4.1864450467924","641.169407819",NA,47.4366129,-21.2488514,RANOMAFANA_AMBATOLAHY
w471663486,"0.104765256574601","5","0","1","5","6","11","328","335.5","0.057236417350536",NA,NA,NA,NA,NA,NA,"1178.6948443",NA,47.4362576,-21.2486228,RANOMAFANA_AMBATOLAHY
w478125433,"50.7648248459752","6","0","0","5","6","10","371.6","371","23.7982698818479",NA,NA,NA,NA,NA,NA,"14074.8363099","478125433",47.6642611,-20.9183372,AMBOHIMANGA DU SUD_AMBODIRAFIA
w478125439,"47.0154932394407","5","0","0","2","3","9","370","336","30.110539661719",NA,NA,NA,NA,NA,NA,"2172.32446158","478125439",47.6657748,-20.9194445,ANTSINDRA_ANIVORANO
w478167630,"25.1767141945049","6","0","1","5","6","12","378.5","387.5","14.5152095486111",NA,NA,NA,NA,NA,NA,"12820.9511456","478167630",47.6643820,-20.9670237,AMBOHIMANGA DU SUD_FALIARIVO
w569922127,"34.5138206169516","8","0","2","6","6","9","262.2","243","15.7669024642867",NA,NA,NA,NA,NA,NA,"2558.22018882","569922127",47.8511022,-20.7425170,MAROHARATRA_AMBODIMANGA
w569996653,"36.319085371062","8","0","2","5","2","10","308.6","279","14.019077916745",NA,NA,NA,NA,NA,NA,"12170.2413179","569996653",47.8380592,-20.7353376,MAROHARATRA_AMBALAVOLO
w569996658,"77.025507888717","10","2","2","5","1","10","253.8","217","49.0643917343652","1","5","3","146.5","146.5","28.1650743710314","1961.75541195",NA,47.8354674,-20.7319112,MAROHARATRA_AMBALAVOLO
w569996661,"20.2655372355209","7","0","3","5","4","9","325.333333333333","335","13.4170628002727",NA,NA,NA,NA,NA,NA,"5942.12353001","569996661",47.8344560,-20.7300859,MAROHARATRA_AMBALAVOLO
w577867363,"42.0833060588979","7","2","1","6","12","10","239.25","189","36.3253053161584","12","6","3","177","177","31.2825653702828","35977.6219617","577867363",47.8015477,-21.3711546,ANTARETRA_ANTARETRA
w577867364,"11.9463113589657","7","0","2","9","7","9","330.8","322","5.70048459801232",NA,NA,NA,NA,NA,NA,"6680.56044615","577867364",47.7994060,-21.3679641,ANTARETRA_ANTARETRA
w578288020,"20.762803815946","10","3","2","6","1","12","228.2","216","17.4350715192332","1","6","3","179.333333333333","189","13.1185705827263","416.821687823",NA,47.6379409,-20.5962816,AMPASINAMBO_VOLOBE
w578288022,"22.8387879970463","7","0","1","7","7","2","353.2","349","14.8296068930973",NA,NA,NA,NA,NA,NA,"1445.66274562",NA,47.6399325,-20.5959450,AMPASINAMBO_VOLOBE
w578290756,"49.3480133522331","7","0","2","7","5","11","355.75","352.5","25.6109897474553",NA,NA,NA,NA,NA,NA,"514.293586893",NA,47.6394328,-20.5954565,AMPASINAMBO_VOLOBE
w581510446,"50.8741547424067","6","0","0","5","5","10","370","349","27.5795048728171",NA,NA,NA,NA,NA,NA,"7158.15856069","581510446",47.8875944,-20.7765043,MAROHARATRA_ANIVORANO
w581510447,"47.1367028815953","6","0","0","6","2","11","347.4","328","20.2265005989136",NA,NA,NA,NA,NA,NA,"686.243571162",NA,47.8859495,-20.7851900,MAROHARATRA_ANIVORANO
w581510455,"35.9772497882131","5","0","0","5","6","12","369.75","366","18.9260932871376",NA,NA,NA,NA,NA,NA,"18248.9083209","581510455",47.7720798,-20.6457960,MAROHARATRA_ANTANJOMANGA
w581510456,"70.8997165118909","6","0","1","6","5","11","335","355.5","46.134107201472",NA,NA,NA,NA,NA,NA,"7726.97856692","581510456",47.7734762,-20.6522122,MAROHARATRA_ANTANJOMANGA
w581510710,"76.2913629817337","5","0","0","5","6","11","370","377.5","42.0212870259468",NA,NA,NA,NA,NA,NA,"3851.73767238","581510710",47.7067611,-20.9160340,ANTSINDRA_ANIVORANO
w581510711,"64.6282463471199","5","0","0","4","5","10","369.75","359","41.0321678152228",NA,NA,NA,NA,NA,NA,"4357.16966606","581510711",47.7069111,-20.9149837,ANTSINDRA_ANIVORANO
w581539234,"40.834823766104","5","0","0","4","4","9","371.75","349","19.3244827250305",NA,NA,NA,NA,NA,NA,"4267.81938478","581539234",47.7699587,-20.7016386,MAROHARATRA_BETAMPONA NORD
w581539254,"37.2214456637529","3","0","2","2","3","10","399","399","17.7490648951179",NA,NA,NA,NA,NA,NA,"11309.0873718","581539254",47.7737606,-20.7038034,MAROHARATRA_BETAMPONA NORD
w581539257,"8.60230473574684","4","0","2","12","1","9","418.5","418.5","4.39295930954614",NA,NA,NA,NA,NA,NA,"2854.68048479","581539257",47.7719554,-20.7023695,MAROHARATRA_BETAMPONA NORD
w581539278,"27.6239345181933","5","0","2","2","12","9","331.5","331.5","7.83936638345816",NA,NA,NA,NA,NA,NA,"3674.78689344","581539278",47.7740058,-20.6972641,MAROHARATRA_BETAMPONA NORD
w581539471,"32.6022880831099","7","2","1","7","12","10","297.666666666667","159","9.55544696069582","12","7","3","174","174","10.5081063469764","3218.84335748","581539471",47.7090358,-20.7608420,FASINTSARA_AMBATOMANJAKA
w581541459,"32.4676342649883","5","0","1","5","6","10","381.666666666667","412","23.3996575031851",NA,NA,NA,NA,NA,NA,"1021.08084486",NA,47.7568504,-21.1401393,TSARATANANA_AMBODIRAFIA EST
w584902053,"82.4450732804359","6","0","1","6","3","10","359.25","359","32.920084479707",NA,NA,NA,NA,NA,NA,"3215.70358945","584902053",47.7638470,-20.6754407,MAROHARATRA_BETAMPONA NORD
w585042277,"74.4824792823268","10","4","0","6","1","10","236","203","23.6391810178359","1","6","3","171.75","159.5","16.5008389212468","4006.76703527","585042277",47.6255922,-21.3062021,IFANADIANA_AMBORAKA
w585045395,"35.0867778090527","6","0","0","6","6","11","360.2","369","17.1675239245081",NA,NA,NA,NA,NA,NA,"8740.45503689","585045395",47.6825787,-21.2952396,IFANADIANA_SAHAFITOROKA
w594225776,"89.8001487470631","7","0","0","5","6","1","318.5","339","41.6928498191637",NA,NA,NA,NA,NA,NA,"1214.3957575",NA,47.6245109,-20.6744772,FASINTSARA_AMBODIVOANGY
w594225778,"5.01531668296327","6","1","1","7","12","8","360.666666666667","371","2.6206352521734","12","7","4","202","202","2.7091737901354","2739.13518578",NA,47.6244567,-20.6745748,FASINTSARA_AMBODIVOANGY
w594227923,"23.7282383162421","6","1","0","5","1","9","316","318","8.65842064500747","11","5","1","201","201","16.9864353633816","15122.098351","594227923",47.6212297,-20.6478097,FASINTSARA_AMBODIVOANGY
w594229671,"2.95060611155391","7","0","1","5","5","9","356.2","371","1.84384888826745",NA,NA,NA,NA,NA,NA,"3848.5247435",NA,47.6168730,-20.6590455,FASINTSARA_AMBODIVOANGY
w594229674,"53.5103976199364","6","0","0","5","6","11","365.8","364","30.625987443945",NA,NA,NA,NA,NA,NA,"6962.55460763","594229674",47.6190698,-20.6626390,FASINTSARA_AMBODIVOANGY
w594229682,"15.8727758853521","7","1","1","6","3","9","317.75","335.5","9.16817147361453","2","8","5","181","181","3.90587632961469","1405.91426462",NA,47.6178460,-20.6612908,FASINTSARA_AMBODIVOANGY
w594229683,"52.6224178929393","6","0","0","4","4","10","377.2","357","29.6399815636227",NA,NA,NA,NA,NA,NA,"1475.10214777",NA,47.6191287,-20.6609442,FASINTSARA_AMBODIVOANGY
w594254582,"46.085963983774","5","0","0","4","5","10","367.4","369","25.5529189625412",NA,NA,NA,NA,NA,NA,"1846.02431535",NA,47.6218688,-20.6504637,FASINTSARA_AMBODIVOANGY
w594260626,"4.19726644513752","6","0","0","5","5","8","378.4","378","2.20125149339694",NA,NA,NA,NA,NA,NA,"26513.8484119",NA,47.6246537,-20.6365288,FASINTSARA_AMBODIVOANGY
w594265392,"65.7007902672567","6","1","2","5","1","9","270.25","269","43.6179225095806","1","6","4","159","159","37.2612331840779","2509.94045842","594265392",47.6759272,-20.6934542,FASINTSARA_FASINTSARA
w594265393,"29.9526182415022","6","0","2","5","3","10","303.333333333333","266","14.6377530789045",NA,NA,NA,NA,NA,NA,"1288.36629778",NA,47.6742968,-20.6938838,FASINTSARA_FASINTSARA
w594266134,"46.5650348740651","7","1","1","7","1","9","356","341.5","16.4454313868793","1","7","4","161","161","8.20260217743652","3155.3543541","594266134",47.6751666,-20.6852926,FASINTSARA_FASINTSARA
w656418965,"43.9616583966231","8","2","0","6","12","9","273.6","287","19.5765829342908","12","6","3","194.5","194.5","21.4973116403887","7443.74248955","656418965",47.7075674,-20.7830404,MAROHARATRA_SAHOMBY
w666581822,"60.6617730833664","6","0","0","5","5","12","367","369","42.6086297520088",NA,NA,NA,NA,NA,NA,"5714.81107234","666581822",47.5320247,-21.3249214,RANOMAFANA_AMPASIMPOTSY
w666584000,"54.2762356720348","7","1","1","5","10","1","331.75","223.5","25.8860470702699","10","5","2","202","202","45.477487662615","32748.597873","666584000",47.5486293,-21.3378006,KELILALINA_ANOSY
w666588014,"78.5227603648991","5","0","0","4","1","11","443.25","419","22.8581297648877",NA,NA,NA,NA,NA,NA,"2040.99301335","666588014",47.4918705,-21.3540531,RANOMAFANA_VOHIMARINA
w666844976,"68.7085592781624","7","0","2","4","4","10","379.25","349.5","34.4032164983004",NA,NA,NA,NA,NA,NA,"2312.80449036","666844976",47.5548165,-21.4081853,AMBIABE_ANKABOKA
w666889710,"39.5902095401303","8","1","2","7","6","10","293","317.5","26.7617843621811","1","6","3","145","145","25.0722380627503","8863.6659255","666889710",47.6458795,-20.5681067,AMPASINAMBO_VOLOBE
w666897677,"23.5552606723549","6","0","1","7","8","1","352","356","16.3806029895584",NA,NA,NA,NA,NA,NA,"13949.4996723","666897677",47.6713730,-21.4009907,IFANADIANA_FENOARIVO I
w667674249,"39.2173257856838","5","0","0","4","6","3","378.75","374","23.8001571925658",NA,NA,NA,NA,NA,NA,"12009.4182498","667674249",47.6094382,-21.5049103,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667674250,"41.5000004797354","7","1","1","7","1","1","292.5","296.5","18.7294737262287","1","7","3","181","181","10.8890838569459","16844.6439915","667674250",47.6120981,-21.5047281,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667674251,"14.5643267488816","5","1","0","7","5","11","475.5","318","8.06977417749281","12","6","3","187","187","4.02931666250804","11499.9176946","667674251",47.6108089,-21.5083357,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667674259,"48.4559350505618","5","0","0","6","6","2","365","357","28.3029994655031",NA,NA,NA,NA,NA,NA,"67355.9472896","667674259",47.6111561,-21.5161085,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667676721,"73.6027023750618","5","1","0","2","5","9","345.75","345.5","37.0119919773311","1","7","4","166","166","9.38774588529597","1343.11243088",NA,47.6131009,-21.5178965,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667676722,"44.6759964103733","10","4","0","6","2","10","217.2","194","28.9430045442042","2","6","2","170.5","163.5","21.6362400885825","4798.56330691","667676722",47.6127453,-21.5192354,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667676724,"59.2005936908573","8","2","0","5","10","12","274.8","300","20.9321051706343","10","5","2","219","219","37.3126794962182","17824.4823586","667676724",47.6087890,-21.5186042,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667680844,"24.715886308623","6","0","1","4","3","9","364.5","390.5","12.9155182913223",NA,NA,NA,NA,NA,NA,"5788.78574038","667680844",47.6061504,-21.5257993,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667680845,"32.6661106179013","5","0","0","4","5","9","377","380","15.2883453495153",NA,NA,NA,NA,NA,NA,"42477.3625772","667680845",47.6108272,-21.5274706,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667680853,"31.136773490215","6","1","0","8","8","11","319.6","308","16.6821652938838","2","8","5","181","181","8.87863742793122","3165.41045373","667680853",47.6096383,-21.5340110,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667680854,"36.600559345119","8","0","2","6","2","11","307.4","328","20.3938453225148",NA,NA,NA,NA,NA,NA,"1277.56506618",NA,47.6074712,-21.5340956,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667685155,"25.982756453662","6","0","1","6","6","4","323.6","341","12.0584070495984",NA,NA,NA,NA,NA,NA,"7895.58086555","667685155",47.6104388,-21.5359298,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667685157,"17.9345549826875","6","0","1","6","5","10","343.75","342.5","11.1390795716057",NA,NA,NA,NA,NA,NA,"8767.08505772","667685157",47.6136091,-21.5396512,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667685158,"18.4290714971389","7","0","1","5","1","12","309.6","292","7.82739231787985",NA,NA,NA,NA,NA,NA,"5704.48602355","667685158",47.6127367,-21.5402859,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667685159,"37.1761603536467","4","0","0","6","8","12","484","335","24.7800617436752",NA,NA,NA,NA,NA,NA,"2427.77648847","667685159",47.6128141,-21.5416383,ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO
w667685160,"34.5617722050465","5","0","0","6","7","1","370","369.5","21.3135783478528",NA,NA,NA,NA,NA,NA,"64619.073679","667685160",47.6151139,-21.5445829,MAROTOKO_AMBALAVIA
w667687816,"19.9740033828277","6","0","1","3","3","8","340.5","363.5","9.64141619988002",NA,NA,NA,NA,NA,NA,"4747.42095031","667687816",47.6154817,-21.5599768,MAROTOKO_AMBALAVIA
w667689702,"27.5829338534541","7","1","1","4","1","9","318","279","16.4531943616147","1","9","6","257","257","13.7088806189289","676.576281335",NA,47.6036625,-21.5756241,MAROTOKO_AMBATOMITRATRAKA
w667692075,"73.2645099005402","5","0","0","7","7","1","359.75","356.5","45.9618500009881",NA,NA,NA,NA,NA,NA,"14837.1878028","667692075",47.6107568,-21.5670928,MAROTOKO_AMBATOMITRATRAKA
w667692078,"48.401760713596","5","0","0","6","5","3","359.5","353","21.6763933707516",NA,NA,NA,NA,NA,NA,"11124.674813","667692078",47.6107290,-21.5724707,MAROTOKO_AMBATOMITRATRAKA
w667692079,"49.9780949793079","6","1","1","1","1","9","314","289.5","23.9897966331524","11","3","2","510","510","33.4969895649319","2121.13016566","667692079",47.6092200,-21.5743335,MAROTOKO_AMBATOMITRATRAKA
w667692080,"54.5283190888404","9","3","1","6","1","9","209","194.5","20.1706558749114","1","6","5","192.333333333333","189","29.4584729275432","6556.10872983","667692080",47.6130953,-21.5735123,MAROTOKO_AMBATOMITRATRAKA
w667692081,"31.3186169126369","7","2","0","6","2","10","291.4","286","17.6688324876216","2","6","4","146.5","146.5","8.40936640618109","11555.1190929","667692081",47.6129066,-21.5762583,MAROTOKO_AMBATOMITRATRAKA
w667692084,"53.4916760309069","6","0","1","6","6","10","340.75","336","21.9213022262475",NA,NA,NA,NA,NA,NA,"2994.76245878","667692084",47.6070331,-21.5724726,MAROTOKO_AMBATOMITRATRAKA
w667692085,"59.0934269615476","4","0","0","5","6","2","372","370","29.6720959742681",NA,NA,NA,NA,NA,NA,"18434.9022963","667692085",47.6082708,-21.5705780,MAROTOKO_AMBATOMITRATRAKA
w667694897,"28.0163880487075","6","0","1","6","6","10","339","362","19.0304692360346",NA,NA,NA,NA,NA,NA,"5014.00257819","667694897",47.6038307,-21.5779035,MAROTOKO_AMBATOMITRATRAKA
w667694903,"30.0308171021371","4","0","1","6","6","1","374.666666666667","376","21.609286772115",NA,NA,NA,NA,NA,NA,"4387.92319231","667694903",47.6050563,-21.5772219,MAROTOKO_AMBATOMITRATRAKA
w667694904,"26.4773066701287","8","1","1","7","12","9","302.8","265","12.9770553753098","12","6","3","202","202","5.81902322901944","10765.5422317","667694904",47.6107840,-21.5772870,MAROTOKO_AMBATOMITRATRAKA
w667694905,"47.7835945849345","5","0","1","2","2","9","375.25","359.5","35.8598858983461",NA,NA,NA,NA,NA,NA,"945.709637545",NA,47.6107472,-21.5764439,MAROTOKO_AMBATOMITRATRAKA
w667694906,"54.2800248052124","6","0","1","6","6","11","330","349","32.4150965592355",NA,NA,NA,NA,NA,NA,"19679.7103368","667694906",47.6127350,-21.5812252,MAROTOKO_AMBATOMITRATRAKA
w667694909,"29.858044284479","8","1","1","6","6","10","264.8","265","18.7325554187148","1","8","4","209","209","6.55766648315011","3899.48952845","667694909",47.6142592,-21.5824696,MAROTOKO_AMBATOMITRATRAKA
w667694910,"27.9060770362248","7","0","1","5","7","11","329.2","334","18.137020930896",NA,NA,NA,NA,NA,NA,"2933.11498905","667694910",47.6140793,-21.5827226,MAROTOKO_AMBATOMITRATRAKA
w667694911,"74.2771477278561","5","1","0","2","5","12","330","356","20.4656923927919","11","6","3","222","222","27.5193979012625","1893.10367288",NA,47.6134824,-21.5856425,MAROTOKO_AMBATOMITRATRAKA
w667694912,"31.6887127666794","9","1","2","6","8","5","291.4","314","13.2990918092493","11","6","2","202","202","10.8284464045021","5630.75232206","667694912",47.6103613,-21.5850752,MAROTOKO_AMBATOMITRATRAKA
w667696147,"56.264403981266","6","1","0","5","5","2","319.5","359.5","24.1738628059528","11","6","3","194","194","25.3593303892598","23262.0029443","667696147",47.6043862,-21.5818578,MAROTOKO_AMBATOMITRATRAKA
w667696158,"46.9384553529738","8","1","1","6","6","1","295.4","306","23.8811880494803","1","8","5","189","189","15.5648834239255","2625.75950161","667696158",47.6060451,-21.5786326,MAROTOKO_AMBATOMITRATRAKA
w667696159,"16.9437582371632","6","0","0","5","3","10","353.2","392","11.9249186594596",NA,NA,NA,NA,NA,NA,"2529.81415224","667696159",47.6091267,-21.5801520,MAROTOKO_AMBATOMITRATRAKA
w667698191,"48.5610463621882","6","1","0","4","6","2","331.5","363","35.7859299282674","12","6","2","180","180","23.5044828146838","1536.67680326",NA,47.6085158,-21.5871710,MAROTOKO_AMBATOMITRATRAKA
w667698192,"32.1761940397739","7","2","2","6","2","10","288","194","20.4240598775942","12","6","3","202.5","202.5","23.1250608367822","6260.01064462","667698192",47.6094777,-21.5879534,MAROTOKO_AMBATOMITRATRAKA
w667698193,"25.0087077119222","7","1","3","3","12","9","279","279","14.4731910230031","12","4","6","468","468","17.787634217048","3010.56467351","667698193",47.6132282,-21.5872932,MAROTOKO_AMBATOMITRATRAKA
w667698195,"40.7230308928954","5","0","0","4","6","9","378.75","388","16.1682137145529",NA,NA,NA,NA,NA,NA,"1883.41785843",NA,47.6124762,-21.5942466,MAROTOKO_AMBATOMITRATRAKA
w667698197,"60.4783000483506","6","0","0","6","6","10","342","357","18.608756588181",NA,NA,NA,NA,NA,NA,"10586.9345726","667698197",47.6048728,-21.5948345,MAROTOKO_AMBATOMITRATRAKA
w667698198,"93.5373099875495","7","0","1","3","1","9","340.6","293","29.0926919625192",NA,NA,NA,NA,NA,NA,"1500.82269244",NA,47.6041755,-21.5929650,MAROTOKO_AMBATOMITRATRAKA
w667698199,"60.885272057802","6","1","0","1","2","9","372","349.5","24.5850626915468","2","4","6","412","412","18.5209660120677","1341.42589225",NA,47.6062223,-21.5899404,MAROTOKO_AMBATOMITRATRAKA
w667698200,"30.5489035593073","5","0","0","6","6","11","377","380.5","21.432410574874",NA,NA,NA,NA,NA,NA,"10475.4785241","667698200",47.6067041,-21.5911537,MAROTOKO_AMBATOMITRATRAKA
w667698201,"50.5174186369142","6","0","3","3","4","11","335","336","31.3492432185793",NA,NA,NA,NA,NA,NA,"585.307949969",NA,47.6098459,-21.5915322,MAROTOKO_AMBATOMITRATRAKA
w667822432,"20.6750246361331","5","0","2","5","3","10","395","395","12.6835473823757",NA,NA,NA,NA,NA,NA,"638.143450325",NA,47.6099166,-21.5966870,MAROTOKO_AMBATOMITRATRAKA
w667822433,"31.2407524776042","5","0","2","1","6","9","436.5","436.5","21.627605787175",NA,NA,NA,NA,NA,NA,"8088.32758604","667822433",47.6091684,-21.5973497,MAROTOKO_AMBATOMITRATRAKA
w667822434,"26.4939680131943","8","1","2","7","6","10","206","196","21.5892379626295","1","6","3","153","153","16.5295321000424","2655.98353188","667822434",47.6112392,-21.5981723,MAROTOKO_AMBATOMITRATRAKA
w667822435,"27.46998906893","6","0","0","6","3","10","358.6","342","21.4054154355084",NA,NA,NA,NA,NA,NA,"6383.48173349","667822435",47.6147130,-21.5986261,MAROTOKO_AMBATOMITRATRAKA
w667822436,"26.9937226211017","7","1","1","6","6","2","301.2","356","21.9273015324721","1","6","3","168","168","16.149035678929","30896.2411164","667822436",47.6122055,-21.6039358,MAROTOKO_AMBATOMITRATRAKA
w667822437,"49.7413606012521","6","0","1","4","3","9","339.2","300","27.1780093481929",NA,NA,NA,NA,NA,NA,"2930.37735159","667822437",47.6090823,-21.6041201,MAROTOKO_AMBATOMITRATRAKA
w667822438,"77.6245725013533","6","0","0","2","2","8","371.4","370","15.93317926304",NA,NA,NA,NA,NA,NA,"3837.61247475","667822438",47.6094638,-21.6052690,MAROTOKO_AMBATOMITRATRAKA
w667822442,"48.6193251160577","7","1","0","7","7","2","300.2","280","18.0230362916672","1","10","6","278","278","6.53488899322529","2502.59564372","667822442",47.6041400,-21.6015480,MAROTOKO_AMBATOMITRATRAKA
w667822444,"9.99761161739217","8","1","2","11","8","5","272","282.5","5.07514306481932","10","6","1","251","251","6.66068019361794","2440.49311631","667822444",47.6075328,-21.6031743,MAROTOKO_AMBATOMITRATRAKA
w667824391,"16.5823969273226","7","0","1","9","6","3","295.8","300","10.1788823318833",NA,NA,NA,NA,NA,NA,"1931.73407057",NA,47.6096624,-21.6078516,MAROTOKO_AMBATOMITRATRAKA
w667824392,"15.0963079112166","5","0","1","6","4","11","351.666666666667","308","6.30388246555995",NA,NA,NA,NA,NA,NA,"1681.74958607",NA,47.6099832,-21.6080268,MAROTOKO_AMBATOMITRATRAKA
w667824393,"37.9850427343017","6","0","2","6","5","2","368","363","26.3142920512042",NA,NA,NA,NA,NA,NA,"5794.50218312","667824393",47.6098050,-21.6088057,MAROTOKO_AMBATOMITRATRAKA
w667824394,"40.6863263364061","5","0","1","6","6","1","384","385","31.1253889289761",NA,NA,NA,NA,NA,NA,"3923.25308262","667824394",47.6100462,-21.6092758,MAROTOKO_AMBATOMITRATRAKA
w667824395,"34.707809889203","5","0","1","5","4","10","389.333333333333","357","23.8549652242221",NA,NA,NA,NA,NA,NA,"1327.74206703",NA,47.6091817,-21.6095153,MAROTOKO_AMBATOMITRATRAKA
w667824396,"57.3432726031119","6","0","1","6","6","10","345.75","335.5","25.4041292772074",NA,NA,NA,NA,NA,NA,"4531.55561578","667824396",47.6095936,-21.6101589,MAROTOKO_AMBATOMITRATRAKA
w667824397,"36.0048165001073","6","0","0","6","6","1","334.8","341","21.9120834505925",NA,NA,NA,NA,NA,NA,"5362.05567275","667824397",47.6081840,-21.6153732,MAROTOKO_AMBATOMITRATRAKA
w667824398,"57.6217148920191","8","0","3","3","3","11","329.75","331","36.4136162127778",NA,NA,NA,NA,NA,NA,"1900.0482125",NA,47.6069218,-21.6150308,MAROTOKO_AMBATOMITRATRAKA
w667824399,"38.2913044060184","8","3","0","7","12","8","238.4","251","22.1934514185136","12","7","4","192.666666666667","195","16.9863170834081","3743.92275148","667824399",47.6043640,-21.6139853,MAROTOKO_AMBATOMITRATRAKA
w667824400,"18.6789274862955","4","0","1","3","5","2","421.333333333333","420","12.7156844021377",NA,NA,NA,NA,NA,NA,"4939.44275048","667824400",47.6072772,-21.6134841,MAROTOKO_AMBATOMITRATRAKA
w667824401,"7.37186796594747","6","0","1","7","7","4","280.6","271","4.65094251277361",NA,NA,NA,NA,NA,NA,"1196.19208866",NA,47.6051899,-21.6105657,MAROTOKO_AMBATOMITRATRAKA
w667824402,"37.123943304622","5","0","0","6","7","2","375.25","380.5","22.3129702700877",NA,NA,NA,NA,NA,NA,"30593.2493343","667824402",47.6036652,-21.6089601,MAROTOKO_AMBATOMITRATRAKA
