full_id,perc_max,num_season,year_2season,num_inactive,start_month_mode_seasonPrim,end_month_mode_seasonPrim,peak_month_mode_seasonPrim,dur_day_mean_seasonPrim,dur_day_median_seasonPrim,amp_mean_seasonPrim,start_month_mode_seasonSec,end_month_mode_seasonSec,peak_month_mode_seasonSec,dur_day_mean_seasonSec,dur_day_median_seasonSec,amp_mean_seasonSec,superficie,osm_id,X,Y,comm_fkt
w670029420,"39.3880970741561","7","0","1","10","7","4","367.4","306","12.8165141768458",NA,NA,NA,NA,NA,NA,"3281.76009799","670029420",47.7251792,-21.1915988,TSARATANANA_AMBATOHARANANA
w670029421,"19.0464638006715","4","0","0","6","4","10","369.666666666667","385","9.33678306788685",NA,NA,NA,NA,NA,NA,"15006.5526141","670029421",47.7300246,-21.1917391,TSARATANANA_AMBATOHARANANA
w670029422,"15.4575603220866","5","0","0","6","6","2","364.75","356","8.03113775183713",NA,NA,NA,NA,NA,NA,"26180.5324277","670029422",47.7343458,-21.1917428,TSARATANANA_AMBATOHARANANA
w670029423,"30.1938057485205","6","1","1","8","3","12","232.333333333333","210","20.5234506326116","3","8","6","146","146","4.61195486619454","1376.7428637",NA,47.7353107,-21.1937433,TSARATANANA_AMBATOHARANANA
w670029424,"54.1545851968644","6","0","1","11","11","2","366.75","360","26.1471079784031",NA,NA,NA,NA,NA,NA,"2677.08080782","670029424",47.7349134,-21.1945977,TSARATANANA_AMBATOHARANANA
w670029425,"20.2996265639325","5","0","2","5","3","9","309.333333333333","307","7.95397426532629",NA,NA,NA,NA,NA,NA,"3420.30046601","670029425",47.7269483,-21.1930474,TSARATANANA_AMBATOHARANANA
w670029426,"60.453655774907","5","0","0","9","5","2","335.25","314","37.8607617115326",NA,NA,NA,NA,NA,NA,"2441.73998638","670029426",47.7246088,-21.1924258,TSARATANANA_AMBATOHARANANA
w670029427,"87.4945948205135","7","0","2","2","6","10","363.25","342","45.5446702650225",NA,NA,NA,NA,NA,NA,"1243.12037502",NA,47.7265410,-21.1949324,TSARATANANA_AMBATOHARANANA
w670029428,"30.4626059121851","7","1","1","5","3","10","282.5","314","18.7640101738442","12","6","3","202","202","15.1337258130018","11039.2518917","670029428",47.7307018,-21.1962468,TSARATANANA_AMBATOHARANANA
w670031102,"32.305220209715","6","0","2","4","5","12","375","385","16.3946907535625",NA,NA,NA,NA,NA,NA,"1460.74519911",NA,47.6519918,-21.1408648,TSARATANANA_SANDRAKELY
w670031103,"38.1553621549379","9","1","4","6","12","10","224.6","230","21.4472546829134","12","7","3","189","189","5.87498652657138","3169.57877157","670031103",47.6537369,-21.1409029,TSARATANANA_SANDRAKELY
w670037723,"50.3496625772786","6","0","1","4","4","12","336.75","331.5","21.152445231492",NA,NA,NA,NA,NA,NA,"1672.67321716",NA,47.5936158,-21.1464741,AMBOHIMIERA_MANARINONY
w670037738,"8.17833678497054","9","1","3","1","2","9","296.75","300.5","4.51580293895142","10","5","1","208","208","2.50647879994246","1925.70626792",NA,47.5979341,-21.1468541,AMBOHIMIERA_MANARINONY
w670037739,"31.6402192731524","9","3","0","6","1","10","273.6","252","20.1368724838495","2","7","5","152.666666666667","159","10.0464110188588","42398.8464443","670037739",47.6013262,-21.1493835,TSARATANANA_VOHITRARIVO
w670037750,"10.9978911286591","6","0","1","4","2","9","340.5","338.5","7.04488785491976",NA,NA,NA,NA,NA,NA,"927.36373083",NA,47.5984741,-21.1486618,TSARATANANA_VOHITRARIVO
w670037751,"33.9585396883734","5","0","0","5","3","9","438.5","335.5","27.489507270202",NA,NA,NA,NA,NA,NA,"774.506399835",NA,47.5993675,-21.1486455,TSARATANANA_VOHITRARIVO
w670037752,"20.4777098112348","6","0","2","3","5","8","354.25","363","13.5867035130729",NA,NA,NA,NA,NA,NA,"3101.38184102","670037752",47.5979045,-21.1491076,TSARATANANA_VOHITRARIVO
w670037753,"25.181111669834","5","0","0","4","4","9","365","356.5","19.7254475478806",NA,NA,NA,NA,NA,NA,"2147.06698658","670037753",47.5965643,-21.1491909,AMBOHIMIERA_MANARINONY
w670037754,"58.9137735403685","8","3","1","8","3","10","238.25","226","44.0473281526694","3","7","5","132.333333333333","132","12.4944307351686","961.847532252",NA,47.5973689,-21.1494886,AMBOHIMIERA_MANARINONY
w670037755,"34.8570849990428","6","0","0","5","6","12","371.2","384","18.0546101788317",NA,NA,NA,NA,NA,NA,"10938.4698226","670037755",47.5982438,-21.1502108,TSARATANANA_VOHITRARIVO
w670037756,"12.6487911439093","6","0","2","8","1","11","309","307","10.5688338708734",NA,NA,NA,NA,NA,NA,"2179.55422666","670037756",47.5944502,-21.1519240,AMBOHIMIERA_MANARINONY
w670037757,"35.2211752427594","6","1","0","5","5","10","321","329","19.4919340349195","2","7","4","167","167","8.27517523737265","13819.3928087","670037757",47.6017940,-21.1532708,TSARATANANA_VOHITRARIVO
w670037758,"58.5631360188454","8","2","2","5","2","10","248.4","250","30.5691522021491","2","7","5","184","184","17.6418562041294","6620.42244497","670037758",47.5984806,-21.1539612,TSARATANANA_VOHITRARIVO
w670037759,"62.3873297242995","5","1","0","3","2","10","429.25","373","24.5904649634279","10","4","1","181","181","13.5719115866441","2007.78307204","670037759",47.5953784,-21.1528714,TSARATANANA_VOHITRARIVO
w670037760,"37.842044844236","7","0","1","7","7","12","312.6","314","22.461668763664",NA,NA,NA,NA,NA,NA,"639.453964327",NA,47.5936204,-21.1546795,TSARATANANA_VOHITRARIVO
w670037761,"22.2591784571976","7","0","1","4","5","9","325.2","328","11.6941184094559",NA,NA,NA,NA,NA,NA,"3156.55195215","670037761",47.5933564,-21.1553879,TSARATANANA_VOHITRARIVO
w670037762,"27.9528917595113","6","0","1","5","4","10","330.8","343","11.39056404772",NA,NA,NA,NA,NA,NA,"5070.93540398","670037762",47.6004055,-21.1560710,TSARATANANA_VOHITRARIVO
w670040740,"34.1815915727025","3","0","1","6","4","12","301","301","7.61652971900909",NA,NA,NA,NA,NA,NA,"1647.63352575",NA,47.5876822,-21.1559870,AMBOHIMIERA_MANARINONY
w670040741,"13.6773438389498","6","0","1","5","5","12","374.75","362","4.60095619768021",NA,NA,NA,NA,NA,NA,"2321.42777982","670040741",47.5852187,-21.1550423,AMBOHIMIERA_MANARINONY
w670041791,"3.37654378394728","5","0","2","1","2","6","342.666666666667","314","2.6185804082781",NA,NA,NA,NA,NA,NA,"666.554305986",NA,47.5735457,-21.1559826,AMBOHIMIERA_MANARINONY
w670045607,"9.79114054206251","6","0","1","5","2","10","359.75","342","6.49358339656971",NA,NA,NA,NA,NA,NA,"5119.25874758","670045607",47.6968506,-21.1577322,TSARATANANA_AMBOHINIHAONANA
w670045611,"24.0829205747326","7","0","2","6","6","9","312.25","321.5","9.28876774726213",NA,NA,NA,NA,NA,NA,"2474.87834015","670045611",47.6965232,-21.1633899,TSARATANANA_AMBOHINIHAONANA
w670045622,"46.5688558443219","7","1","1","6","6","1","332.2","343","26.2051177571072","1","6","3","145","145","6.70908248770041","478.323649594",NA,47.6958064,-21.1643399,TSARATANANA_AMBOHINIHAONANA
w670045624,"44.7510530221482","6","0","0","4","4","11","360.4","343","21.2311681445708",NA,NA,NA,NA,NA,NA,"2945.72609296","670045624",47.6959939,-21.1648731,TSARATANANA_AMBOHINIHAONANA
w670045626,"10.5828281766386","6","0","1","5","4","11","343.5","346","8.91066879514867",NA,NA,NA,NA,NA,NA,"1105.34383848",NA,47.6966371,-21.1653197,TSARATANANA_AMBOHINIHAONANA
w670045628,"17.9670581347148","6","1","0","4","4","10","342","342.5","11.7177675073478","2","4","6","420","420","12.4646547869703","412.322553132",NA,47.6960456,-21.1654729,TSARATANANA_AMBOHINIHAONANA
w670045629,"34.9754932601753","6","0","1","4","5","9","370.25","356.5","22.0108716503811",NA,NA,NA,NA,NA,NA,"2291.91775953","670045629",47.6957014,-21.1664636,TSARATANANA_AMBOHINIHAONANA
w670045631,"64.7690427285926","7","0","2","8","4","10","303.2","259","40.9496492016138",NA,NA,NA,NA,NA,NA,"1219.92532509",NA,47.6957118,-21.1670849,TSARATANANA_AMBOHINIHAONANA
w670051797,"46.5274481251742","7","0","1","3","2","9","340.8","342","24.3720232265539",NA,NA,NA,NA,NA,NA,"978.444343279",NA,47.6803321,-21.1611176,TSARATANANA_AMBOHINIHAONANA
w670051798,"49.1970300764493","6","1","0","6","6","10","327.75","355.5","28.656337107178","12","6","3","182","182","23.4635614935674","22468.2462529","670051798",47.6802191,-21.1585837,TSARATANANA_AMBOHINIHAONANA
w670051804,"41.4483399720772","6","0","0","5","4","11","353.2","350","22.1590198744655",NA,NA,NA,NA,NA,NA,"5410.53055309","670051804",47.6827008,-21.1559721,TSARATANANA_AMBOHINIHAONANA
w670051805,"46.4189085583879","6","0","1","6","5","10","356.25","371","30.7266343947821",NA,NA,NA,NA,NA,NA,"3841.98301794","670051805",47.6841831,-21.1570935,TSARATANANA_AMBOHINIHAONANA
w670051806,"36.1153694642309","7","0","1","5","6","11","337.6","334","19.5003414905773",NA,NA,NA,NA,NA,NA,"16590.4390593","670051806",47.6895097,-21.1568100,TSARATANANA_AMBOHINIHAONANA
w670051810,"49.6731232211361","6","0","1","4","1","9","342","311","26.8433169185316",NA,NA,NA,NA,NA,NA,"5689.46535192","670051810",47.6901998,-21.1585945,TSARATANANA_AMBOHINIHAONANA
w670051813,"39.8242627175906","7","1","0","5","4","12","319.8","287","20.7598062329754","4","8","6","139","139","6.78636757631607","2415.99139515","670051813",47.6895450,-21.1609013,TSARATANANA_AMBOHINIHAONANA
w670051814,"26.6150910438139","9","2","1","6","1","10","275.2","272","18.9171620488966","1","7","5","148.5","148.5","4.90300848720853","3240.72380935","670051814",47.6907375,-21.1600687,TSARATANANA_AMBOHINIHAONANA
w670051815,"37.0673816321805","5","0","0","6","6","1","366.5","367","26.6960579757792",NA,NA,NA,NA,NA,NA,"9514.16438313","670051815",47.6829607,-21.1599040,TSARATANANA_AMBOHINIHAONANA
w670051816,"12.9123511596643","6","1","2","5","1","9","279","278","9.99044116071516","1","12","4","341","341","7.55757997415527","4786.91975907","670051816",47.6857378,-21.1662158,TSARATANANA_AMBOHINIHAONANA
w670051817,"4.1891506477421","6","0","0","5","5","9","353.4","301","2.40208732131002",NA,NA,NA,NA,NA,NA,"1878.89013436",NA,47.6877942,-21.1667229,TSARATANANA_AMBOHINIHAONANA
w670051827,"20.7500065794927","9","1","2","5","2","10","283","293","10.868191798511","1","6","3","125","125","4.78668929969506","1225.02003324",NA,47.6884198,-21.1644810,TSARATANANA_AMBOHINIHAONANA
w670051828,"21.6747869071726","5","0","0","5","5","11","366.25","369.5","13.3476177574291",NA,NA,NA,NA,NA,NA,"39714.8970314","670051828",47.6790972,-21.1660283,TSARATANANA_AMBOHINIHAONANA
w670057076,"13.4497359790782","5","0","1","5","1","9","274","237","6.91124319870097",NA,NA,NA,NA,NA,NA,"1046.34569454",NA,47.6733697,-21.1568793,TSARATANANA_AMBOHINIHAONANA
w670057078,"24.3087639133382","5","0","0","6","6","12","378.5","352.5","13.1995556545543",NA,NA,NA,NA,NA,NA,"15207.3462369","670057078",47.6710158,-21.1589086,TSARATANANA_AMBOHINIHAONANA
w670057105,"33.5605430569789","8","1","2","6","1","9","256.75","262","22.2526611696202","12","6","3","166","166","11.1931067345562","1721.69533045",NA,47.6752949,-21.1620826,TSARATANANA_AMBOHINIHAONANA
w670057108,"36.8875914029278","7","0","1","5","2","9","332.4","342","19.3328935253783",NA,NA,NA,NA,NA,NA,"1314.25026451",NA,47.6750354,-21.1626350,TSARATANANA_AMBOHINIHAONANA
w670057110,"59.6526691330338","5","0","1","12","5","5","514.666666666667","391","36.6277273624869",NA,NA,NA,NA,NA,NA,"1810.24938358",NA,47.6770236,-21.1619693,TSARATANANA_AMBOHINIHAONANA
w670057121,"16.9276488666666","9","0","4","6","3","10","253.6","236","13.42582743793",NA,NA,NA,NA,NA,NA,"6722.70161353","670057121",47.6749527,-21.1650937,TSARATANANA_AMBOHINIHAONANA
w670057124,"23.6207033003016","6","1","1","3","5","10","307.333333333333","287","10.9416334573671","12","11","4","322","322","5.94643447596249","2213.24750171","670057124",47.6737097,-21.1640027,TSARATANANA_AMBOHINIHAONANA
w670057127,"31.5909751852464","7","0","1","4","4","10","351.8","336","15.5132291624534",NA,NA,NA,NA,NA,NA,"4129.05198338","670057127",47.6707524,-21.1632343,TSARATANANA_AMBOHINIHAONANA
w670057129,"21.2326065425811","6","0","1","5","3","12","350.4","314","13.3601899858122",NA,NA,NA,NA,NA,NA,"3059.11173097","670057129",47.6708427,-21.1625343,TSARATANANA_AMBOHINIHAONANA
w670057131,"31.2314078352758","5","0","0","6","6","1","371.75","373","18.1530916919933",NA,NA,NA,NA,NA,NA,"48775.3499429","670057131",47.6693658,-21.1656696,TSARATANANA_AMBOHINIHAONANA
w670059128,"50.1080248312594","7","0","2","6","6","10","313.75","314","20.6232499498872",NA,NA,NA,NA,NA,NA,"2669.61414623","670059128",47.6632915,-21.1578622,TSARATANANA_SANDRAKELY
w670059129,"12.4446894975366","4","0","0","5","5","12","290.666666666667","244","10.3523537074246",NA,NA,NA,NA,NA,NA,"2078.68897316","670059129",47.6667536,-21.1592343,TSARATANANA_AMBOHINIHAONANA
w670059130,"45.4314117522207","6","0","0","5","3","9","351.6","315","19.1834663586278",NA,NA,NA,NA,NA,NA,"5274.29504651","670059130",47.6606097,-21.1622744,TSARATANANA_TSARATANANA
w670059131,"24.2123872560934","5","0","0","6","6","11","361.25","356","12.8329651365987",NA,NA,NA,NA,NA,NA,"2984.7454955","670059131",47.6610393,-21.1635925,TSARATANANA_TSARATANANA
w670059132,"36.5385022836122","10","2","2","6","2","10","243.8","264","22.6132329872095","2","6","4","149","149","10.0152055850255","2874.29677625","670059132",47.6678064,-21.1620867,TSARATANANA_AMBOHINIHAONANA
w670059133,"56.7519529622456","7","0","1","6","6","10","346.2","348","20.13566148656",NA,NA,NA,NA,NA,NA,"3726.34692981","670059133",47.6599145,-21.1653364,TSARATANANA_TSARATANANA
w670059134,"10.4258792648665","5","0","3","4","1","8","288.666666666667","273","7.09649010835016",NA,NA,NA,NA,NA,NA,"1554.70634279",NA,47.6627452,-21.1651853,TSARATANANA_TSARATANANA
w670059135,"86.0514013823037","4","0","0","4","1","8","507.666666666667","467","22.5610465295864",NA,NA,NA,NA,NA,NA,"1678.38301249",NA,47.6589513,-21.1667178,TSARATANANA_TSARATANANA
w670153069,"7.76244110420368","5","0","1","5","3","10","310.75","297","3.80839802025389",NA,NA,NA,NA,NA,NA,"853.538740479",NA,47.6539970,-21.1574996,TSARATANANA_TSARATANANA
w670153070,"43.899520751741","6","0","1","4","5","12","347.5","345.5","15.2833488991839",NA,NA,NA,NA,NA,NA,"22170.779741","670153070",47.6543735,-21.1592718,TSARATANANA_TSARATANANA
w670153077,"21.0408866234096","5","0","1","7","6","12","325.333333333333","320","17.3838825729353",NA,NA,NA,NA,NA,NA,"1674.86215062",NA,47.6578161,-21.1606224,TSARATANANA_TSARATANANA
w670153078,"36.1672957543682","7","0","1","5","3","10","333.8","335","16.6401128641822",NA,NA,NA,NA,NA,NA,"6288.75809794","670153078",47.6528276,-21.1632525,TSARATANANA_TSARATANANA
w670153079,"56.0097785415132","6","1","0","4","3","9","355.8","348","19.621684511084","3","6","5","104","104","2.42731018425594","766.984974",NA,47.6551930,-21.1633528,TSARATANANA_TSARATANANA
w670153080,"45.8189105768416","6","0","1","1","5","11","352.5","370","31.7601441178443",NA,NA,NA,NA,NA,NA,"2941.14127587","670153080",47.6575173,-21.1624365,TSARATANANA_TSARATANANA
w670153081,"42.2540447012024","8","0","3","12","2","10","266.4","278","17.5798668723955",NA,NA,NA,NA,NA,NA,"788.4104471",NA,47.6566224,-21.1644976,TSARATANANA_TSARATANANA
w670153082,"17.1258513095072","6","0","2","1","7","5","212.5","216","11.2863640554565",NA,NA,NA,NA,NA,NA,"1160.39040135",NA,47.6572532,-21.1650339,TSARATANANA_TSARATANANA
w670153083,"33.2415056708637","5","0","0","6","6","1","385.5","377.5","19.1322619186703",NA,NA,NA,NA,NA,NA,"10694.3719581","670153083",47.6533207,-21.1656060,TSARATANANA_TSARATANANA
w670153089,"31.3014680192803","7","1","0","4","3","8","330.6","313","16.8467798398588","11","5","1","196","196","4.08179442802393","10996.23517","670153089",47.6475056,-21.1657336,TSARATANANA_TSARATANANA
w670161369,"82.7393269386073","6","0","0","5","6","10","342","341","41.5578462355942",NA,NA,NA,NA,NA,NA,"3369.72022984","670161369",47.6384087,-21.1583892,TSARATANANA_TSARATANANA
w670161370,"22.5128791235015","5","0","2","6","6","11","365.333333333333","348","13.5586909646547",NA,NA,NA,NA,NA,NA,"6070.71177286","670161370",47.6419947,-21.1577724,TSARATANANA_TSARATANANA
w670161371,"42.5032262602785","5","0","0","6","6","1","371.75","373","25.7367683891922",NA,NA,NA,NA,NA,NA,"21050.3273357","670161371",47.6392903,-21.1589775,TSARATANANA_TSARATANANA
w670161420,"62.0672537973646","5","0","0","5","6","1","373.5","366","35.8091453122249",NA,NA,NA,NA,NA,NA,"17971.6509794","670161420",47.6403650,-21.1613024,TSARATANANA_TSARATANANA
w670161421,"36.7006103005472","5","0","0","5","5","9","370","366.5","21.7675475830656",NA,NA,NA,NA,NA,NA,"57109.9161445","670161421",47.6372032,-21.1649681,TSARATANANA_TSARATANANA
w670161422,"47.4661442330083","8","1","2","5","5","10","279.25","262","36.2409775026545","2","7","4","152","152","11.9242848794493","17637.036203","670161422",47.6421590,-21.1624716,TSARATANANA_TSARATANANA
w670161423,"50.4449371822327","6","0","1","5","5","10","354.25","356.5","40.0377349078152",NA,NA,NA,NA,NA,NA,"401.07372758",NA,47.6409009,-21.1623667,TSARATANANA_TSARATANANA
w670161424,"49.6484279285551","5","0","0","6","6","1","370.25","359.5","28.9817099501591",NA,NA,NA,NA,NA,NA,"23010.9196817","670161424",47.6451723,-21.1582951,TSARATANANA_TSARATANANA
w670161425,"31.9361939821788","8","1","1","5","1","9","289.4","245","18.3315400815428","1","8","5","208","208","9.52041148895709","1823.77280686",NA,47.6451667,-21.1626870,TSARATANANA_TSARATANANA
w670161426,"65.0852798739447","4","1","0","4","12","8","733","733","34.5366558718257","12","11","4","322","322","18.8963847346404","1123.86941113",NA,47.6444275,-21.1645116,TSARATANANA_TSARATANANA
w670161427,"36.1109305994051","5","0","0","5","5","10","364.75","377","21.5228110844123",NA,NA,NA,NA,NA,NA,"5408.27667371","670161427",47.6421184,-21.1648072,TSARATANANA_TSARATANANA
w670161428,"43.0649955232267","7","0","1","5","5","9","336","334","22.0666513140023",NA,NA,NA,NA,NA,NA,"5757.14957286","670161428",47.6409362,-21.1660133,TSARATANANA_TSARATANANA
w670167059,"18.7640074223408","9","1","2","6","1","9","292.8","271","9.2421267418516","2","8","5","203","203","4.26852680530454","1130.19812158",NA,47.6270027,-21.1562494,TSARATANANA_AMBODIMANGA OUEST
w670167060,"42.3065134571074","5","0","1","1","8","1","409.666666666667","357","26.1844272519444",NA,NA,NA,NA,NA,NA,"9124.39031762","670167060",47.6262510,-21.1579039,TSARATANANA_AMBODIMANGA OUEST
w670167061,"79.699714223963","5","0","0","5","3","11","452.25","345","45.4845583279861",NA,NA,NA,NA,NA,NA,"6601.5421288","670167061",47.6332246,-21.1587405,TSARATANANA_TSARATANANA
w670167062,"29.0749603015263","5","0","1","11","9","1","435","348","15.7432349301711",NA,NA,NA,NA,NA,NA,"5716.5021819","670167062",47.6309224,-21.1606883,TSARATANANA_TSARATANANA
w670167063,"35.7622385744297","8","0","2","6","2","10","284.6","245","17.459204225325",NA,NA,NA,NA,NA,NA,"2223.77757268","670167063",47.6276487,-21.1624781,TSARATANANA_AMBODIMANGA OUEST
w670167064,"36.240965583021","7","1","1","6","5","12","296.5","292.5","17.3345936727502","11","9","4","321","321","16.8924333043145","1482.02449616",NA,47.6309002,-21.1624407,TSARATANANA_TSARATANANA
w670167065,"42.6614789059468","6","0","1","5","1","12","363","367","16.40417555355",NA,NA,NA,NA,NA,NA,"7728.00914627","670167065",47.6337594,-21.1629069,TSARATANANA_TSARATANANA
w670167066,"37.1671160332877","6","0","1","6","3","10","349","349","17.4838817803426",NA,NA,NA,NA,NA,NA,"6480.92497975","670167066",47.6271618,-21.1652321,TSARATANANA_VOHITRARIVO
w670167067,"52.2945682585393","5","0","0","6","6","12","371.75","359.5","22.6541983251742",NA,NA,NA,NA,NA,NA,"36047.1916014","670167067",47.6324965,-21.1667278,TSARATANANA_TSARATANANA
w670171251,"36.8439153909557","6","0","1","4","2","9","340.5","349.5","22.9967448056936",NA,NA,NA,NA,NA,NA,"2749.96481196","670171251",47.6229743,-21.1605837,TSARATANANA_AMBODIMANGA OUEST
w670171252,"27.6689177728394","6","0","1","6","6","10","336.5","360","16.6510328225633",NA,NA,NA,NA,NA,NA,"16123.0257515","670171252",47.6234584,-21.1625607,TSARATANANA_VOHITRARIVO
w670171260,"32.468085574261","7","0","1","6","6","9","346","341","23.2475480780383",NA,NA,NA,NA,NA,NA,"3236.19099956","670171260",47.6222420,-21.1628755,TSARATANANA_VOHITRARIVO
w670171261,"22.5183806657392","5","0","1","4","1","10","401.5","384","14.6911596125921",NA,NA,NA,NA,NA,NA,"522.880584855",NA,47.6170113,-21.1588927,TSARATANANA_AMBODIMANGA OUEST
w670171262,"43.4780551388282","10","4","0","6","12","9","224.4","181","37.5996595007973","12","6","3","182.75","180.5","38.5791222299279","20809.7226245","670171262",47.6135407,-21.1572882,TSARATANANA_AMBODIMANGA OUEST
w670171263,"23.8641966652925","8","2","0","3","3","9","312.4","348","13.5386318441421","3","9","6","174","174","12.3824811877652","4397.29364809","670171263",47.6147655,-21.1590849,TSARATANANA_AMBODIMANGA OUEST
w670171280,"34.8255352966482","5","0","0","5","4","10","361.8","349","19.6485331548356",NA,NA,NA,NA,NA,NA,"3127.8555331","670171280",47.6147362,-21.1638411,TSARATANANA_VOHITRARIVO
w670171281,"38.629983910379","5","0","0","5","5","10","355.75","345","28.8488649312904",NA,NA,NA,NA,NA,NA,"3412.86942017","670171281",47.6149390,-21.1652144,TSARATANANA_VOHITRARIVO
w670171282,"31.7131819119489","6","0","1","6","6","10","338.75","348.5","16.8207988910813",NA,NA,NA,NA,NA,NA,"14671.3061612","670171282",47.6221547,-21.1659548,TSARATANANA_VOHITRARIVO
w670171286,"49.9423052846388","7","1","3","7","5","11","270","254.5","32.6860033777807","12","6","3","203","203","30.2969242159208","1245.65106845",NA,47.6178164,-21.1635347,TSARATANANA_VOHITRARIVO
w670175544,"40.8159664020874","7","1","0","6","6","10","342.2","350","21.8672748795329","1","5","2","131","131","4.12079840870789","6706.32704387","670175544",47.6053286,-21.1590019,TSARATANANA_VOHITRARIVO
w670175545,"31.0001035774262","8","2","2","7","6","9","245.75","229.5","20.0511046030324","1","6","3","152","152","7.60134929411545","503.699264566",NA,47.6046723,-21.1600020,TSARATANANA_VOHITRARIVO
w670175546,"19.312958997687","7","0","1","5","3","12","319.6","293","9.3718740269834",NA,NA,NA,NA,NA,NA,"3295.35579572","670175546",47.6059802,-21.1598866,TSARATANANA_VOHITRARIVO
w670175596,"44.6132418603744","6","1","1","4","1","9","319.5","311","32.7479936666329","12","5","3","132","132","7.41137998186778","1812.32322252",NA,47.6124088,-21.1592555,TSARATANANA_AMBODIMANGA OUEST
w670175599,"44.491368014194","6","0","0","5","5","10","377","391","30.3777305367131",NA,NA,NA,NA,NA,NA,"5734.86765328","670175599",47.6125704,-21.1601580,TSARATANANA_AMBODIMANGA OUEST
w670175606,"39.9355999102599","10","2","2","6","12","9","234.2","189","33.0451573165821","1","6","3","167","167","24.2450608527187","48245.255497","670175606",47.6137793,-21.1614385,TSARATANANA_VOHITRARIVO
w670175618,"50.6137321921709","5","0","0","5","5","10","364.75","374","32.4332746605242",NA,NA,NA,NA,NA,NA,"3312.95016331","670175618",47.6044476,-21.1614124,TSARATANANA_VOHITRARIVO
w670175621,"34.4092972009127","6","0","0","6","6","10","368.4","363","18.5727842204623",NA,NA,NA,NA,NA,NA,"24258.2444429","670175621",47.6071746,-21.1641935,TSARATANANA_VOHITRARIVO
w670175623,"69.7085295937069","4","0","0","1","1","8","365.333333333333","363","20.9637396850036",NA,NA,NA,NA,NA,NA,"3749.30542282","670175623",47.6099926,-21.1643697,TSARATANANA_VOHITRARIVO
w670175624,"33.5304941019879","7","0","2","12","3","9","346.75","338.5","16.2687306477837",NA,NA,NA,NA,NA,NA,"1752.34254107",NA,47.6048848,-21.1650487,TSARATANANA_VOHITRARIVO
w670175625,"25.9437527972228","7","0","1","6","7","3","280.2","258","10.0426154394198",NA,NA,NA,NA,NA,NA,"3251.10476037","670175625",47.6043171,-21.1653673,TSARATANANA_VOHITRARIVO
w670175626,"34.78414473323","9","2","2","3","12","8","259.4","238","14.9373753652134","12","9","4","209","209","8.97899867161869","442.61629274",NA,47.6037034,-21.1652756,TSARATANANA_VOHITRARIVO
w670203015,"39.807728185424","6","0","0","5","6","9","367","355","21.3765947718918",NA,NA,NA,NA,NA,NA,"3467.79796437","670203015",47.5950777,-21.1572534,TSARATANANA_VOHITRARIVO
w670203018,"40.4077579384818","6","0","0","4","4","12","377","384","25.5844735584045",NA,NA,NA,NA,NA,NA,"1022.76036022",NA,47.6010755,-21.1573281,TSARATANANA_VOHITRARIVO
w670203021,"20.327121196178","6","0","0","2","2","8","361.6","364","12.3560025294273",NA,NA,NA,NA,NA,NA,"1350.05368574",NA,47.6014905,-21.1583155,TSARATANANA_VOHITRARIVO
w670203026,"68.6161599589354","8","1","1","3","4","8","319.4","328","27.9029976796355","1","8","5","202","202","9.5134980202532","1090.88307381",NA,47.5939088,-21.1585973,TSARATANANA_VOHITRARIVO
w670203028,"51.2682675554287","6","1","0","4","2","9","340.25","345.5","22.4191328921258","2","5","5","475","475","10.8003707563697","3451.78025388","670203028",47.5934680,-21.1593536,TSARATANANA_VOHITRARIVO
w670203031,"64.5872086098772","5","0","0","4","5","10","375","387.5","35.1792020078013",NA,NA,NA,NA,NA,NA,"1099.30216925",NA,47.5943364,-21.1608290,TSARATANANA_VOHITRARIVO
w670203054,"7.88216197460694","7","0","3","5","1","11","321.25","331.5","5.26556758946163",NA,NA,NA,NA,NA,NA,"5007.98666868","670203054",47.5990123,-21.1605516,TSARATANANA_VOHITRARIVO
w670203057,"70.2901032709864","6","0","2","7","5","12","307.666666666667","301","44.8486154480387",NA,NA,NA,NA,NA,NA,"8820.53799329","670203057",47.6000177,-21.1607985,TSARATANANA_VOHITRARIVO
w670203061,"52.3639569021998","6","0","0","5","4","9","353.4","335","29.0564595433454",NA,NA,NA,NA,NA,NA,"2402.25618728","670203061",47.6030004,-21.1613673,TSARATANANA_VOHITRARIVO
w670203109,"61.6645154209978","6","0","1","1","1","9","392.5","397.5","40.8877432194053",NA,NA,NA,NA,NA,NA,"3157.11851628","670203109",47.5991320,-21.1619706,TSARATANANA_VOHITRARIVO
w670203112,"25.2791036025389","5","0","1","5","5","2","443.25","401.5","11.6971851332123",NA,NA,NA,NA,NA,NA,"9733.98799255","670203112",47.6015039,-21.1635520,TSARATANANA_VOHITRARIVO
w670203119,"97.7340368382034","6","0","1","5","4","10","304","286","26.1508718770768",NA,NA,NA,NA,NA,NA,"1016.51873667",NA,47.5965470,-21.1628560,TSARATANANA_VOHITRARIVO
w670203121,"60.3248079674465","9","1","2","6","1","10","281.6","285","21.9020992090379","11","6","3","202","202","14.0528666056486","1538.5939261",NA,47.5958996,-21.1641222,TSARATANANA_VOHITRARIVO
w670203124,"49.275647278474","7","2","0","4","2","9","301.6","301","31.9009661256473","11","5","1","180.5","180.5","34.6141679227204","5517.00036234","670203124",47.5927378,-21.1622776,TSARATANANA_VOHITRARIVO
